Ticker,Earnings Date,Pre Drift,SPY Drift,Post
A,2015-02-17,-5.332627959264643,-5.129592554515443,-3.349098811197756
A,2015-05-18,2.235157746194941,-2.1330921857545717,-0.7775971996499561
A,2015-08-17,3.3602187286397784,1.4607163954674822,-0.9425019635457546
A,2015-11-16,-2.699295088543756,0.3369421122403964,-4.186914861488615
A,2016-02-16,3.835552847651385,2.824791418355173,-4.364594894561599
A,2016-05-16,-4.0073755377996205,1.4697935804603903,-4.027653249020813
A,2016-08-17,-2.690592666349197,-0.8231491768508351,3.339671177720618
A,2016-11-15,-0.3978383350580702,-1.9516634644554625,-1.839729119638821
A,2017-02-14,-3.619118161430365,-2.4604733838525545,-2.1324151262534685
A,2017-05-22,-5.098271021131973,-1.537831566495289,-4.314474079572964
A,2017-08-15,3.238065490134832,-0.4025905828811552,-4.057338838572186
A,2017-11-20,-2.2362970522903205,-0.2914238134887546,-1.6023510994934411
A,2018-02-14,4.2281545349030125,4.127850947638934,-5.107849868406013
A,2018-05-14,-3.229243747225082,-2.822722133416511,11.125729791957887
A,2018-08-14,-4.884154874825074,-0.9798768583871502,1.8691588785046724
A,2018-11-19,-0.799773292609973,0.916653828377752,-3.744563487854041
A,2019-02-20,-7.211703052168652,-4.096876414667265,-0.4783058798862668
A,2019-05-14,9.666427546628414,3.3068291595452317,9.167030617008786
A,2019-08-14,3.415990381725272,2.4457775726811413,-2.805977125662775
A,2019-11-25,-4.715384615384612,-3.018416328701544,-2.259313559640612
A,2020-02-18,4.242645844636844,-1.9835466179159025,0.5502976825826024
A,2020-05-21,-8.005881771451167,-6.006543826416393,-3.84715918541929
A,2020-08-18,-2.3579495551720897,-4.019525129564896,-0.460777356084223
A,2020-11-23,-4.24489795918368,-2.688432889066457,-3.3149171270718245
A,2021-02-16,-1.5298917307390465,-3.610832497492468,-1.6436453430048688
A,2021-05-25,3.007744943228814,-0.3721846035633565,0.030086498683731
A,2021-08-17,-8.939272255513684,-4.922116981640258,-0.5834664046185903
A,2021-11-22,-3.852708460133909,-3.3632621723645166,6.150665460653838
A,2022-02-22,4.134797425217704,0.8635976325910231,4.801587301587311
AAL,2015-01-27,-7.24999048307891,1.1436464088397753,9.53860267289368
AAL,2015-04-24,1.093209408970866,-2.558338685506316,-0.8122322171908921
AAL,2015-07-24,-0.8658756198041273,0.1605394124257413,6.153926728991546
AAL,2015-10-23,-12.479762854862614,-6.001962494548621,-1.035790043778497
AAL,2016-01-29,14.05877026915794,9.662432368854391,-3.1566361100039733
AAL,2016-04-22,4.778548698419325,-2.76910043945572,8.131434212381901
AAL,2016-07-22,-14.53912318819012,-3.76667006006312,-2.3455211300354653
AAL,2016-10-20,-14.816986133768358,0.7207115109384712,2.001975976288274
AAL,2017-01-27,-1.9823880472434283,-1.3199753098143494,10.472809423914796
AAL,2017-04-27,-8.172895012130258,-1.2779698017100247,8.850179280938072
AAL,2017-07-28,-1.49810418727332,-1.4883030726256967,-0.8762791837735198
AAL,2017-10-26,-8.172272718112012,-2.060468441192551,7.277365792489135
AAL,2018-01-25,-4.013033463792814,-5.533134688643303,3.2402126631222847
AAL,2018-04-26,12.4900988978659,-1.15411000363182,4.261343526580301
AAL,2018-07-26,2.354074153335837,-4.363066825775673,-3.7786357786357874
AAL,2018-10-25,35.26784214945426,9.25057617420329,-6.52958719196359
AAL,2019-01-24,-2.751468841300926,-8.615200955033826,-9.51952126423426
AAL,2019-04-26,-7.392016500849322,-4.244979632673478,-1.068299123754635
AAL,2019-07-25,-9.628699132365409,-3.545097498794172,10.722603182817965
AAL,2019-10-24,-3.007652607225481,-0.7549381226515901,-8.327079322609064
AAL,2020-01-23,6.297071898306325,-3.2039739211425173,-1.1583993027816075
AAL,2020-04-30,-3.4837688044338977,-12.091936383928577,18.703007518796998
AAL,2020-07-23,23.239436619718315,-4.532286702177353,-0.263388937664628
