Ticker,Earnings Date,Pre Drift,SPY Drift,Post
AAN,2021-02-23,-7.670813052100227,-1.072351084092143,1.3058168203816902
AAN,2021-04-27,-1.6644448676442491,-5.17943650430214,-17.86842681515313
AAN,2021-07-27,18.97294752471661,-3.266531698550992,-3.2107679904658437
AAN,2021-10-26,-7.055412371134014,-2.833936999231703,33.793103448275865
AAN,2022-02-23,9.262851600387972,2.3907628558791307,1.9278299555116192
AAON,2015-02-27,-5.740006239137217,-5.32194833789807,2.181238615664842
AAON,2015-05-07,-1.914625125103352,-0.0325962948878156,6.069417520539099
AAON,2015-08-06,0.6808875345205251,-2.644822786165541,-3.2656257196812657
AAON,2015-11-02,-4.398242746219864,-6.209308582189934,-9.912563276576162
AAON,2016-02-25,-6.695454334401265,-1.5428900402993544,-10.13519152132188
AAON,2016-05-05,4.914972198547027,0.6691851052347441,-8.394988288656725
AAON,2016-08-04,2.8978079167323743,-3.0094714329361425,-1.284346540048254
AAON,2016-11-03,6.7623025240602805,2.804031121090285,3.628015505626429
AAON,2017-02-23,-1.4471866930883304,-3.6772498963181377,-0.2933780385582746
AAON,2017-05-04,-6.585413254115884,-1.2502273140571012,2.6240811442247405
AAON,2017-08-03,9.78227724583767,-1.8835019183815929,-4.119521679384866
AAON,2017-11-02,2.7612409130343787,-1.6967524075540892,-0.1493562744570814
AAON,2018-02-27,1.5374024782010136,3.120916288723193,-2.717785590713778
AAON,2018-05-03,6.0643752085671885,0.1333764449114916,14.00359687348689
AAON,2018-08-02,-7.999782318848461,-3.5407239819004475,-2.088717197282534
AAON,2018-11-01,3.967220874504471,7.786997000506412,-11.584839528131626
AAON,2019-02-27,-14.733153245236188,-5.568689256632521,4.741148581478931
AAON,2019-05-02,-9.106837258577144,-1.995494045703245,-3.741763413868831
AAON,2019-08-01,-1.3394191863825655,-0.3351955307262498,9.01288486191686
AAON,2019-10-31,-12.123312808383965,-5.285340403113407,1.1216032328563708
AAON,2020-02-27,1.073491412068713,4.937089263894848,-3.436381983304292
AAON,2020-05-07,0.064530006453003,-6.727828746177367,-4.126538945371301
AAON,2020-08-06,-9.519098561319964,-4.797964314182364,2.372287833012905
AAON,2020-11-05,5.34726904922454,-0.8088560885608883,-6.106556079647974
AAON,2021-02-25,-5.328560207064387,-2.0362399154573896,1.011979864462326
AAON,2021-05-06,8.160470899304357,-2.20306977194597,-3.8759455370650495
AAON,2021-08-05,2.110180412371138,-1.0306686777274991,-7.687732342007438
AAON,2021-11-04,-6.909841706813504,-6.416767085556904,-1.6914749661705006
AAON,2022-02-28,5.896427961032307,-1.4871501998857777,2.3259881077299727
AAT,2015-02-17,2.4779611211573105,-5.129592554515443,-1.5959517321915089
AAT,2015-04-28,3.259624197983496,-2.38618692691298,2.216366564192645
AAT,2015-07-28,-4.574132492113562,1.4796279170973174,0.229951135383726
AAT,2015-11-03,-2.5599911533782898,-5.663387396968894,4.257097564490551
AAT,2016-02-16,6.128750755185609,2.824791418355173,-2.970103562821595
AAT,2016-04-26,0.7876660051900337,-2.577839070704935,-4.023089545241437
AAT,2016-07-26,-10.162404711521294,-6.234439306945791,1.6297870135254129
AAT,2016-11-01,6.9724291885310095,1.52014840770895,3.944672131147555
AAT,2017-02-14,-1.402800356599708,-2.4604733838525545,1.231618622922967
AAT,2017-05-02,-3.172348484848474,-1.240007267441856,3.993872414925049
AAT,2017-08-01,-3.012014684614544,-2.019760426685321,0.3964929915675518
AAT,2017-10-31,3.2709608806875496,-1.722696103027264,0.7208615598401807
AAT,2018-02-13,10.484063813070062,4.746185741314759,1.9396851929238008
AAT,2018-05-01,0.1152301310331209,-2.6584620334620275,1.6396734038281302
AAT,2018-07-31,2.133825079030556,-3.094382447512769,-1.8924274186600776
AAT,2018-10-30,-2.3493507615236098,10.564590242538047,-1.332310664166812
AAT,2019-02-12,-7.465791985900679,-4.299159533676748,0.5686573777755937
AAT,2019-04-30,-0.7566233645295033,-3.8812542168246886,-0.0232753002513686
AAT,2019-07-30,0.2547828658522595,-2.807634008543468,1.2926862989077836
AAT,2019-10-29,-0.5922510059225111,-2.1540558963871828,-3.313371508501985
AAT,2020-02-11,-1.2792640227017975,-2.686255224981561,-0.0686074965124386
AAT,2020-04-28,-10.502924865152323,-11.717553172539096,-6.223061304456238
AAT,2020-07-28,8.444372443400432,-7.169633013072922,-4.741512345679023
AAT,2020-10-27,3.3806743922627858,-1.5357953866379783,12.652139772281112
AAT,2021-02-09,-3.4877212621563,-2.368638808440221,-0.9459787241415268
AAT,2021-04-27,-3.1591951994352425,-5.17943650430214,-0.5441460417763734
AAT,2021-07-27,2.2351584381349885,-3.266531698550992,-1.2366437055920243
AAT,2021-10-26,-1.7039674465920696,-2.833936999231703,2.9049986914420294
AAT,2022-02-08,9.69300739056283,4.210079148593656,-1.2075259758494798
AAWW,2015-02-12,-6.60396237742645,-2.347907180865654,4.0824828160799855
AAWW,2015-04-30,-1.5109890109890032,-1.9589952769428969,-15.919153031761311
AAWW,2015-07-30,6.429124709527499,-2.320990289190052,5.066124109867756
AAWW,2015-11-05,-5.425082198215113,-5.211934265808654,3.049370764762822
AAWW,2016-02-18,-8.442579968536966,-2.502883506343716,8.506401137980092
AAWW,2016-05-05,2.087682672233813,0.6691851052347441,-18.102158580893352
AAWW,2016-08-03,-3.065693430656929,-3.3142682054948325,14.99720201454952
AAWW,2016-11-03,5.097087378640762,2.804031121090285,-4.739884393063577
AAWW,2017-02-23,-3.174603174603167,-3.6772498963181377,-5.053191489361705
AAWW,2017-05-03,-7.179930795847748,-1.439273552780925,9.469696969696969
AAWW,2017-08-02,-8.361204013377927,-2.0633397312859967,-8.282208588957063
AAWW,2017-11-07,5.669679539852089,-1.8912529550827435,6.288209606986903
AAWW,2018-02-22,12.760180995475109,4.900332225913627,-13.604378420641131
AAWW,2018-05-03,-2.470119521912346,0.1333764449114916,-6.552494415487723
AAWW,2018-08-02,5.925925925925927,-3.5407239819004475,6.973058637083991
AAWW,2018-11-01,22.10383572258815,7.786997000506412,-6.502445209201238
AAWW,2019-02-19,-9.367508758989484,-5.195933945508823,-10.08124689106285
AAWW,2019-05-01,6.357423897287223,-2.786059057353764,5.18405576127206
AAWW,2019-08-01,-8.45564074479737,-0.3351955307262498,39.38931297709923
AAWW,2019-10-30,-1.790174854288092,-3.2832157103405937,9.53032375740994
AAWW,2020-02-20,-8.423180592991914,-2.0766821733710312,-6.549118387909325
AAWW,2020-05-07,-34.816901408450704,-6.727828746177367,-8.221302998965873
AAWW,2020-08-06,-20.380952380952387,-4.797964314182364,-2.23463687150838
AAWW,2020-11-05,7.870593915982606,-0.8088560885608883,2.5247524752475266
AAWW,2021-02-18,-5.862377122430743,-3.499922795820672,-10.09159569339546
AAWW,2021-05-05,-7.797242963813909,-2.286046398992589,-2.4239876698893146
AAWW,2021-08-05,-1.678300905985438,-1.0306686777274991,-7.602579936873893
AAWW,2021-11-03,1.9054424199118667,-6.23511582593634,-6.178770949720672
AAWW,2022-02-17,-0.5058808650562685,1.1531571876399411,0.764623422964183
ABCB,2015-01-29,14.272800799276848,4.265456608054443,-5.710568813924292
ABCB,2015-04-23,1.8308851382633893,-0.8530958257323766,3.425909803238721
ABCB,2015-07-24,-0.8049458528691716,0.1605394124257413,0.2287282708142715
ABCB,2015-10-23,-1.4605391604715752,-6.001962494548621,-5.910198890733735
ABCB,2016-01-22,14.261016699771936,8.036458953890135,9.321216020588714
ABCB,2016-04-22,-8.050964187327816,-2.76910043945572,-2.6581302584386397
ABCB,2016-07-22,-3.124011666725232,-3.76667006006312,-6.483733158067693
ABCB,2016-10-17,-1.5520071631099928,0.113052415210688,0.0836395136959877
ABCB,2017-01-20,2.3784301856335697,-0.1638712165027971,-2.197883519573739
ABCB,2017-04-21,-5.459235846425576,-0.4514256759869131,-3.5851931522810827
ABCB,2017-07-21,-1.7957199756970272,-1.6635375278347824,0.1036199400806419
ABCB,2017-10-19,-8.996510159076793,-2.220729608328794,2.490564381637843
ABCB,2018-01-26,-9.262517048486885,-5.689187151259239,-2.989453499520609
ABCB,2018-04-20,6.155200704366272,0.5696878585275142,1.1517052929865308
ABCB,2018-07-27,6.093976402401149,-4.940947824786964,4.95557148754046
ABCB,2018-10-19,13.845816266822707,5.740768996032939,1.2465750043198032
ABCB,2019-01-25,-14.67925312435063,-11.084155265669745,-6.227034851352861
ABCB,2019-04-23,-3.962892911825623,-3.789322308107124,-1.7549551675318722
ABCB,2019-07-26,-0.5171946926617993,-3.177790085848798,-2.0398419056208343
ABCB,2019-10-18,-5.978546245592992,0.1416234887737565,-0.8823019157847645
ABCB,2020-01-23,0.3661944685361711,-3.2039739211425173,3.15365690002238
ABCB,2020-04-23,-1.6542829104163708,-12.879703931699108,-2.4435833143378063
ABCB,2020-07-27,1.3061260389638971,-4.217039504997609,-1.1519735698139475
ABCB,2020-10-22,-23.905797897666925,-5.864425836612732,-5.108956313210297
ABCB,2021-01-28,-7.712746328142293,-0.5987377959976187,4.827852998065764
ABCB,2021-04-22,4.986251145737857,-6.383956650055636,-2.8148939960805355
ABCB,2021-07-22,8.970513687056437,-2.63182195955306,3.285483659845544
ABCB,2021-10-28,1.350323316850515,-4.293518967264398,0.3626646306547008
ABCB,2022-01-27,-2.2642982627366712,10.035073145968898,4.786254857844132
ABG,2015-02-04,-6.091370558375632,-1.5239678581324467,1.129363449691986
ABG,2015-04-21,-9.755820556501993,0.2638806613172541,1.2418075198344238
ABG,2015-07-21,-7.6617123717814595,-0.8358019466779434,9.891879457096858
ABG,2015-10-21,-4.148046293113315,-4.52291758483914,10.48233953665021
ABG,2016-02-04,44.09292035398229,5.273562416419555,-3.2119914346895078
ABG,2016-04-26,3.3437826541274847,-2.577839070704935,-8.289410637278387
ABG,2016-07-26,-12.411755048432106,-6.234439306945791,1.4152514152514055
ABG,2016-10-25,2.319109461966605,-0.3058103975535139,6.627101879327402
ABG,2017-02-07,-3.288958496476118,-0.7656822181005438,-2.741812642802748
ABG,2017-04-27,-1.664025356576869,-1.2779698017100247,3.1045751633986907
ABG,2017-07-25,-8.010563380281685,-1.49051490514905,5.576208178438662
ABG,2017-10-24,7.314897413024088,-2.78360023476146,-5.080440304826419
ABG,2018-02-06,1.4481707317073216,3.6058276001618768,-4.233576642335775
ABG,2018-04-24,-5.543237250554334,-3.196583925293327,-3.90625
ABG,2018-07-24,7.858687815428988,-1.946481215511368,1.019664967225038
ABG,2018-10-23,19.563392107472723,5.819436457734311,-9.663228155339812
ABG,2019-02-06,-2.484129174717081,-6.854467301197426,4.741254697889544
ABG,2019-04-23,-8.744884038199178,-3.789322308107124,-7.729103726082578
ABG,2019-07-26,-8.088235294117652,-3.177790085848798,-5.035971223021574
ABG,2019-10-22,-3.783732779769773,-0.5927151176815088,6.684115160056373
ABG,2020-02-03,15.427682737169512,0.9816147082334112,0.8258415220572928
ABG,2020-05-05,-36.19278569263413,-12.474754760530864,1.6797657574356657
ABG,2020-07-28,-32.803162636756454,-7.169633013072922,4.536280634310427
ABG,2020-10-27,-15.378677416588047,-1.5357953866379783,9.463900103276686
ABG,2021-02-02,-3.687549563838213,-0.6227017741632427,3.100088573959244
ABG,2021-04-27,-4.159853803981921,-5.17943650430214,1.5828041035661988
ABG,2021-07-27,-14.199411107726672,-3.266531698550992,1.217820255896396
ABG,2021-10-26,-9.191801664727477,-2.833936999231703,12.50062931077884
ABG,2022-02-15,3.741158952723664,5.853947428363184,-12.748335408433922
ABM,2015-03-03,-7.349763796828644,-5.91731819642284,6.091922763122102
ABM,2015-06-02,-1.0061838381721002,-0.4059612200203084,-1.9860973187686135
ABM,2015-09-02,5.847316045616327,9.165005277354284,2.850098987710576
